id,age,status,gender,drinks,drugs,education,ethnicity,income,last_online,location,offspring,smokes,city,country,age_group,state,messages_sent,profile_completion,account_age,preferred_age_range,relationship_intent,work_industry,self_rated_attractiveness
7806,21,single,m,socially,,working on college/university,white,-1,27/06/2012,"orinda, california",,no,, california,18-24,california,385,57,1,18-26,Serious,Finance,4
7807,34,single,m,socially,,graduated from college/university,white,30000,08/07/2011,"san francisco, california",,no,, california,35-44,california,405,79,7,29-39,Serious,Education,2
7808,32,single,m,socially,never,graduated from college/university,white,-1,27/06/2012,"oakland, california","doesn't have kids, but might want them",no,, california,25-34,california,223,99,9,27-37,Casual,Other,2
7809,26,single,m,socially,never,graduated from masters program,white,-1,29/06/2012,"oakland, california",doesn't have kids,when drinking,, california,25-34,california,271,71,7,21-31,Serious,Education,2
7810,28,single,m,socially,sometimes,graduated from college/university,"white,other",-1,18/06/2012,"san francisco, california","doesn't have kids, but wants them",when drinking,, california,25-34,california,145,73,4,23-33,Casual,Healthcare,1
7811,31,single,m,socially,never,two-year college,white,-1,19/06/2012,"el cerrito, california",has a kid,no,, california,25-34,california,452,75,9,26-36,Marriage,Finance,2
7812,29,single,m,socially,never,graduated from two-year college,white,-1,28/06/2012,"san francisco, california","doesn't have kids, but might want them",when drinking,, california,25-34,california,437,57,6,24-34,Casual,Finance,7
7813,35,single,m,often,sometimes,graduated from space camp,white,-1,30/06/2012,"benicia, california","doesn't have kids, but wants them",trying to quit,, california,35-44,california,355,61,1,30-40,Marriage,Tech,9
7814,28,single,f,rarely,never,working on med school,hispani,20000,29/06/2012,"vallejo, california",,no,, california,25-34,california,29,63,6,23-33,Casual,Other,2
7815,26,single,m,often,never,dropped out of college/university,black,1000000,26/06/2012,"san francisco, california",,no,, california,25-34,california,44,79,6,21-31,Serious,Retail,10
7816,32,single,m,socially,never,,white,-1,14/04/2012,"san francisco, california",,no,, california,25-34,california,274,84,1,27-37,Casual,Healthcare,8
7817,35,single,m,socially,,graduated from ph.d program,white,-1,30/06/2012,"san mateo, california",,no,, california,35-44,california,470,80,8,30-40,Serious,Education,6
7818,27,single,m,socially,never,graduated from college/university,white,-1,19/06/2012,"redwood city, california",,no,, california,25-34,california,33,77,5,22-32,Serious,Finance,1
7819,27,single,m,socially,sometimes,dropped out of space camp,white,-1,26/06/2012,"san francisco, california",,no,, california,25-34,california,140,95,4,22-32,Casual,Tech,3
7820,41,single,m,socially,never,graduated from college/university,hispani,-1,12/06/2012,"san francisco, california",,no,, california,35-44,california,426,76,1,36-46,Marriage,Retail,3
7821,31,single,m,socially,never,graduated from two-year college,white,-1,29/06/2012,"oakland, california","doesn't have kids, but might want them",trying to quit,, california,25-34,california,317,85,5,26-36,Marriage,Retail,4
7822,36,single,f,often,never,graduated from college/university,white,-1,17/10/2011,"san mateo, california",,no,, california,35-44,california,373,50,1,31-41,Serious,Education,2
7823,26,seeing someone,f,not at all,sometimes,working on college/university,"white,other",20000,28/06/2012,"san francisco, california",,no,, california,25-34,california,220,90,3,21-31,Casual,Finance,8
7824,27,single,m,often,never,graduated from masters program,,-1,16/05/2012,"san francisco, california",,no,, california,25-34,california,355,63,1,22-32,Casual,Education,3
7825,23,single,m,very often,,dropped out of two-year college,white,20000,18/05/2012,"san francisco, california",,yes,, california,18-24,california,21,59,3,18-28,Marriage,Finance,3
7826,51,single,f,socially,never,graduated from college/university,white,-1,27/06/2012,"san rafael, california",,no,, california,45-54,california,179,99,2,46-56,Serious,Finance,1
7827,28,single,f,socially,never,graduated from law school,white,20000,26/06/2012,"menlo park, california",doesn't have kids,no,, california,25-34,california,435,91,4,23-33,Marriage,Retail,1
7828,26,single,m,socially,never,graduated from college/university,white,-1,24/06/2012,"san francisco, california",,,, california,25-34,california,366,56,7,21-31,Casual,Healthcare,6
7829,27,single,f,socially,never,graduated from masters program,"black,other",-1,24/06/2012,"oakland, california",doesn't have kids,no,, california,25-34,california,419,89,1,22-32,Marriage,Education,8
7830,24,single,m,socially,sometimes,graduated from college/university,white,-1,20/06/2012,"san francisco, california",doesn't have kids,when drinking,, california,25-34,california,328,63,7,19-29,Marriage,Education,1
7831,28,single,m,socially,sometimes,college/university,white,100000,28/06/2012,"san francisco, california",doesn't have kids,when drinking,, california,25-34,california,230,85,6,23-33,Serious,Other,8
7832,34,single,m,socially,never,college/university,hispani,-1,30/06/2012,"san francisco, california",,no,, california,35-44,california,498,76,4,29-39,Marriage,Education,4
7833,26,single,m,socially,never,graduated from college/university,"hispani,white",-1,22/06/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,25-34,california,402,60,9,21-31,Marriage,Healthcare,1
7834,36,single,m,rarely,never,graduated from space camp,indian,150000,14/02/2012,"san francisco, california",,no,, california,35-44,california,37,91,7,31-41,Serious,Tech,2
7835,21,single,m,socially,never,graduated from high school,hispani,-1,18/06/2012,"redwood city, california",doesn't have kids,sometimes,, california,18-24,california,69,98,5,18-26,Marriage,Education,3
7836,65,single,f,socially,never,graduated from masters program,white,-1,23/06/2012,"san francisco, california",doesn't have kids,no,, california,65+,california,115,86,2,60-65,Casual,Tech,5
7837,21,single,f,socially,never,,pacificislander,-1,27/06/2012,"san francisco, california",doesn't have kids,trying to quit,, california,18-24,california,238,91,1,18-26,Casual,Other,8
7838,30,single,m,socially,,graduated from college/university,hispani,-1,26/06/2012,"san francisco, california",,yes,, california,25-34,california,334,59,2,25-35,Serious,Retail,10
7839,40,single,m,socially,never,graduated from masters program,,-1,30/06/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,35-44,california,440,56,9,35-45,Serious,Finance,6
7840,21,single,m,rarely,never,graduated from high school,white,20000,16/11/2011,"san francisco, california",,no,, california,18-24,california,147,66,2,18-26,Casual,Other,8
7841,52,single,f,socially,,graduated from masters program,white,80000,29/06/2012,"san francisco, california",has kids,no,, california,45-54,california,8,61,5,47-57,Casual,Retail,9
7842,29,single,f,often,,working on masters program,,-1,30/06/2012,"oakland, california",,sometimes,, california,25-34,california,287,86,8,24-34,Serious,Other,6
7843,30,single,m,,,,,-1,29/06/2012,"milwaukee, wisconsin",,,, wisconsin,25-34,wisconsin,387,86,8,25-35,Casual,Education,4
7844,55,single,m,often,never,graduated from high school,white,80000,21/06/2012,"san rafael, california",has a kid,sometimes,, california,55-64,california,49,85,9,50-60,Marriage,Finance,5
7845,38,single,m,,never,graduated from masters program,hispani,-1,23/05/2012,"san francisco, california",,no,, california,35-44,california,337,56,4,33-43,Marriage,Tech,4
7846,44,single,m,socially,never,graduated from masters program,white,-1,29/06/2012,"san francisco, california",,no,, california,45-54,california,4,73,7,39-49,Serious,Other,3
7847,36,single,f,socially,never,graduated from college/university,other,-1,19/06/2012,"oakland, california",has kids,no,, california,35-44,california,403,83,9,31-41,Serious,Other,6
7848,42,single,f,socially,never,,hispani,-1,29/06/2012,"san francisco, california",,no,, california,35-44,california,342,50,7,37-47,Serious,Healthcare,4
7849,31,single,f,socially,never,,hispani,-1,29/06/2012,"daly city, california",has a kid,no,, california,25-34,california,125,78,1,26-36,Serious,Healthcare,1
7850,43,single,f,socially,never,graduated from college/university,"hispani,white,other",-1,29/06/2012,"san francisco, california",doesn't have kids,no,, california,35-44,california,74,75,6,38-48,Serious,Education,2
7851,42,single,f,socially,never,graduated from two-year college,white,-1,29/06/2012,"san francisco, california","has a kid, and might want more",no,, california,35-44,california,164,59,2,37-47,Casual,Education,5
7852,23,single,m,socially,never,graduated from college/university,other,-1,29/06/2012,"menlo park, california",,no,, california,18-24,california,277,50,7,18-28,Serious,Education,2
7853,27,single,f,rarely,never,graduated from college/university,black,-1,29/06/2012,"san francisco, california",,no,, california,25-34,california,441,94,9,22-32,Serious,Education,4
7854,32,single,m,socially,,graduated from college/university,white,-1,29/06/2012,"san francisco, california",doesn't have kids,,, california,25-34,california,323,66,7,27-37,Casual,Finance,2
7855,37,single,m,socially,sometimes,graduated from two-year college,white,-1,29/06/2012,"san francisco, california",,no,, california,35-44,california,476,90,8,32-42,Marriage,Retail,8
7856,28,single,f,socially,,,white,-1,29/06/2012,"san francisco, california",,no,, california,25-34,california,299,85,2,23-33,Serious,Other,2
7857,44,single,f,not at all,never,graduated from masters program,white,-1,11/09/2011,"berkeley, california",,trying to quit,, california,45-54,california,289,58,5,39-49,Casual,Healthcare,6
7858,42,single,m,socially,never,graduated from college/university,black,-1,26/06/2012,"san francisco, california",,no,, california,35-44,california,76,88,1,37-47,Casual,Other,1
7859,26,single,m,rarely,never,,"hispani,white",-1,26/06/2012,"hercules, california",,when drinking,, california,25-34,california,297,72,3,21-31,Serious,Healthcare,10
7860,26,single,m,often,sometimes,graduated from college/university,white,-1,30/06/2012,"oakland, california",doesn't want kids,,, california,25-34,california,136,78,1,21-31,Serious,Other,5
7861,18,single,f,often,sometimes,,white,-1,28/06/2012,"san rafael, california",,yes,, california,18-24,california,105,51,2,18-23,Marriage,Other,6
7862,30,single,f,socially,never,graduated from college/university,hispani,-1,25/06/2012,"san francisco, california",doesn't have kids,no,, california,25-34,california,94,67,4,25-35,Marriage,Other,1
7863,38,single,f,socially,never,,white,50000,29/06/2012,"alameda, california",doesn't want kids,no,, california,35-44,california,134,77,6,33-43,Serious,Healthcare,7
7864,29,single,m,socially,never,graduated from college/university,white,-1,29/06/2012,"san carlos, california",,no,, california,25-34,california,67,96,1,24-34,Casual,Finance,5
7865,24,single,f,socially,sometimes,graduated from two-year college,white,-1,08/03/2012,"san francisco, california",,no,, california,25-34,california,146,91,9,19-29,Marriage,Education,10
7866,19,single,f,,,working on college/university,"asian,black",-1,29/06/2012,"san francisco, california",,sometimes,, california,18-24,california,489,98,1,18-24,Marriage,Education,7
7867,24,single,m,socially,sometimes,graduated from college/university,other,-1,29/06/2012,"san francisco, california",,sometimes,, california,25-34,california,477,56,8,19-29,Marriage,Healthcare,4
7868,45,available,m,rarely,never,dropped out of college/university,,-1,06/05/2012,"san carlos, california",,no,, california,45-54,california,158,60,1,40-50,Marriage,Finance,1
7869,28,single,m,often,,graduated from two-year college,"hispani,white",40000,13/06/2012,"san francisco, california",doesn't have kids,sometimes,, california,25-34,california,383,56,1,23-33,Serious,Healthcare,7
7870,26,single,m,often,sometimes,graduated from masters program,white,60000,10/05/2012,"san francisco, california",doesn't have kids,sometimes,, california,25-34,california,162,92,8,21-31,Casual,Other,2
7871,33,single,m,socially,,graduated from college/university,white,-1,29/06/2012,"san francisco, california",,trying to quit,, california,25-34,california,440,73,2,28-38,Marriage,Retail,10
